"Name","Appetite","Dominant Teeth","Diet Category","Foot Count","Size","Aggressive","Domesticable"
"Animal 6782","Small","Incisor","Omnivore","6","2","5","TRUE"
"Animal 6783","Big","Incisor","Omnivore","2","1","4","TRUE"
"Animal 6784","Small","Incisor","Omnivore","11","2","3","FALSE"
"Animal 6785","Big","Incisor","Omnivore","4","1","3","TRUE"
"Animal 6786","Medium","Incisor","Omnivore","12","2","2","FALSE"
"Animal 6787","Small","Canine","Omnivore","4","3","4","TRUE"
"Animal 6788","Small","Incisor","Omnivore","7","3","1","FALSE"
"Animal 6789","Big","Canine","Herbivore","4","3","1","TRUE"
"Animal 6790","Big","Canine","Omnivore","8","3","2","FALSE"
"Animal 6791","Big","Canine","Omnivore","6","1","1","TRUE"
"Animal 6792","Medium","Incisor","Omnivore","8","3","5","FALSE"
"Animal 6793","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 6794","Small","Canine","Omnivore","1","2","2","FALSE"
"Animal 6795","Big","Incisor","Carnivore","9","3","3","FALSE"
"Animal 6796","Small","Incisor","Omnivore","9","2","6","FALSE"
"Animal 6797","Medium","Canine","Omnivore","4","2","4","TRUE"
"Animal 6798","Big","Canine","Omnivore","4","1","3","TRUE"
"Animal 6799","Medium","Incisor","Carnivore","4","3","5","FALSE"
"Animal 6800","Medium","Canine","Herbivore","6","1","5","TRUE"
"Animal 6801","Medium","Incisor","Carnivore","4","3","5","FALSE"
"Animal 6802","Big","Incisor","Omnivore","1","2","1","FALSE"
"Animal 6803","Big","Incisor","Herbivore","2","1","4","TRUE"
"Animal 6804","Small","Canine","Omnivore","4","1","4","TRUE"
"Animal 6805","Small","Canine","Omnivore","4","2","5","TRUE"
"Animal 6806","Small","Canine","Omnivore","2","1","1","TRUE"
"Animal 6807","Medium","Canine","Herbivore","2","1","2","TRUE"
"Animal 6808","Big","Incisor","Omnivore","1","2","6","FALSE"
"Animal 6809","Big","Canine","Omnivore","4","1","2","TRUE"
"Animal 6810","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 6811","Big","Incisor","Omnivore","2","2","2","FALSE"
"Animal 6812","Small","Canine","Omnivore","2","3","5","FALSE"
"Animal 6813","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 6814","Big","Canine","Omnivore","6","3","4","TRUE"
"Animal 6815","Big","Canine","Omnivore","2","1","1","TRUE"
"Animal 6816","Small","Canine","Carnivore","6","2","6","FALSE"
"Animal 6817","Medium","Canine","Omnivore","2","1","2","TRUE"
"Animal 6818","Big","Canine","Herbivore","6","2","1","TRUE"
"Animal 6819","Medium","Incisor","Omnivore","10","2","1","FALSE"
"Animal 6820","Small","Incisor","Omnivore","1","2","4","FALSE"
"Animal 6821","Big","Incisor","Omnivore","6","2","1","FALSE"
"Animal 6822","Small","Incisor","Omnivore","7","2","5","FALSE"
"Animal 6823","Small","Incisor","Herbivore","2","2","2","TRUE"
"Animal 6824","Big","Canine","Herbivore","6","3","1","TRUE"
"Animal 6825","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 6826","Small","Incisor","Omnivore","5","2","1","FALSE"
"Animal 6827","Small","Canine","Omnivore","11","2","3","FALSE"
"Animal 6828","Big","Incisor","Omnivore","6","1","4","TRUE"
"Animal 6829","Big","Incisor","Omnivore","2","3","3","FALSE"
"Animal 6830","Medium","Canine","Omnivore","10","3","4","FALSE"
"Animal 6831","Medium","Canine","Omnivore","4","1","1","TRUE"
"Animal 6832","Small","Incisor","Herbivore","6","2","2","TRUE"
"Animal 6833","Medium","Incisor","Omnivore","1","2","2","FALSE"
"Animal 6834","Small","Incisor","Omnivore","4","1","2","TRUE"
"Animal 6835","Small","Incisor","Omnivore","2","3","2","TRUE"
"Animal 6836","Small","Incisor","Omnivore","4","1","1","TRUE"
"Animal 6837","Big","Canine","Omnivore","4","2","2","TRUE"
"Animal 6838","Big","Incisor","Carnivore","2","2","3","FALSE"
"Animal 6839","Small","Incisor","Carnivore","11","2","6","FALSE"
"Animal 6840","Medium","Incisor","Herbivore","2","1","5","TRUE"
"Animal 6841","Small","Canine","Omnivore","7","2","6","FALSE"
"Animal 6842","Small","Canine","Carnivore","10","2","6","FALSE"
"Animal 6843","Medium","Canine","Herbivore","6","2","1","TRUE"
"Animal 6844","Medium","Incisor","Carnivore","8","2","5","FALSE"
"Animal 6845","Big","Incisor","Omnivore","6","2","3","TRUE"
"Animal 6846","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 6847","Big","Canine","Omnivore","2","2","5","TRUE"
"Animal 6848","Medium","Incisor","Omnivore","1","3","6","FALSE"
"Animal 6849","Big","Incisor","Omnivore","3","3","4","FALSE"
"Animal 6850","Small","Canine","Omnivore","4","2","3","FALSE"
"Animal 6851","Small","Canine","Omnivore","6","2","2","TRUE"
"Animal 6852","Big","Canine","Omnivore","8","2","1","FALSE"
"Animal 6853","Small","Canine","Omnivore","8","2","5","FALSE"
"Animal 6854","Big","Incisor","Omnivore","2","2","4","TRUE"
"Animal 6855","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 6856","Small","Incisor","Omnivore","5","2","4","FALSE"
"Animal 6857","Medium","Canine","Omnivore","3","3","6","FALSE"
"Animal 6858","Medium","Incisor","Carnivore","7","3","5","FALSE"
"Animal 6859","Medium","Incisor","Omnivore","2","2","3","TRUE"
"Animal 6860","Small","Incisor","Herbivore","4","1","1","TRUE"
"Animal 6861","Medium","Incisor","Omnivore","6","2","3","FALSE"
"Animal 6862","Medium","Incisor","Carnivore","8","2","2","FALSE"
"Animal 6863","Big","Incisor","Omnivore","7","3","4","FALSE"
"Animal 6864","Small","Canine","Omnivore","5","3","5","FALSE"
"Animal 6865","Big","Incisor","Carnivore","9","3","4","FALSE"
"Animal 6866","Medium","Incisor","Omnivore","8","3","1","FALSE"
"Animal 6867","Big","Canine","Omnivore","4","3","3","TRUE"
"Animal 6868","Big","Incisor","Omnivore","6","3","3","FALSE"
"Animal 6869","Big","Incisor","Omnivore","2","1","1","TRUE"
"Animal 6870","Big","Incisor","Omnivore","6","3","2","TRUE"
"Animal 6871","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 6872","Big","Incisor","Carnivore","6","3","6","FALSE"
"Animal 6873","Medium","Incisor","Omnivore","4","1","3","TRUE"
"Animal 6874","Big","Incisor","Omnivore","2","2","5","FALSE"
"Animal 6875","Big","Canine","Carnivore","6","2","1","FALSE"
"Animal 6876","Medium","Canine","Herbivore","4","1","3","TRUE"
"Animal 6877","Medium","Incisor","Omnivore","4","3","2","FALSE"
"Animal 6878","Small","Incisor","Omnivore","1","2","1","FALSE"
"Animal 6879","Medium","Incisor","Omnivore","11","2","6","FALSE"
"Animal 6880","Small","Incisor","Omnivore","2","2","6","FALSE"
"Animal 6881","Big","Incisor","Omnivore","3","2","1","FALSE"
"Animal 6882","Small","Canine","Omnivore","6","2","5","TRUE"
"Animal 6883","Small","Incisor","Omnivore","6","3","6","FALSE"
"Animal 6884","Medium","Incisor","Omnivore","12","2","2","FALSE"
"Animal 6885","Small","Incisor","Herbivore","6","3","3","TRUE"
"Animal 6886","Medium","Canine","Omnivore","4","2","5","TRUE"
"Animal 6887","Small","Canine","Herbivore","4","2","5","TRUE"
"Animal 6888","Big","Canine","Carnivore","12","2","1","FALSE"
"Animal 6889","Big","Incisor","Omnivore","2","1","5","TRUE"
"Animal 6890","Medium","Incisor","Omnivore","4","3","6","FALSE"
"Animal 6891","Big","Canine","Omnivore","2","2","3","TRUE"
"Animal 6892","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 6893","Big","Incisor","Herbivore","4","1","5","TRUE"
"Animal 6894","Medium","Canine","Omnivore","1","3","4","FALSE"
"Animal 6895","Medium","Incisor","Omnivore","2","2","1","FALSE"
"Animal 6896","Medium","Incisor","Omnivore","4","1","5","TRUE"
"Animal 6897","Big","Canine","Omnivore","6","1","1","TRUE"
"Animal 6898","Big","Canine","Herbivore","6","3","4","TRUE"
"Animal 6899","Small","Canine","Herbivore","6","1","2","TRUE"
"Animal 6900","Small","Canine","Omnivore","4","2","4","TRUE"
"Animal 6901","Medium","Incisor","Herbivore","2","3","2","TRUE"
"Animal 6902","Medium","Canine","Herbivore","2","1","5","TRUE"
"Animal 6903","Medium","Incisor","Omnivore","6","1","2","TRUE"
"Animal 6904","Big","Canine","Herbivore","4","2","2","TRUE"
"Animal 6905","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 6906","Small","Canine","Omnivore","4","1","1","TRUE"
"Animal 6907","Big","Canine","Omnivore","6","1","5","TRUE"
"Animal 6908","Small","Incisor","Omnivore","4","2","4","FALSE"
"Animal 6909","Big","Incisor","Carnivore","12","2","4","FALSE"
"Animal 6910","Small","Incisor","Carnivore","7","2","6","FALSE"
"Animal 6911","Big","Incisor","Omnivore","12","2","1","FALSE"
"Animal 6912","Big","Canine","Carnivore","11","2","5","FALSE"
"Animal 6913","Small","Canine","Carnivore","11","3","2","FALSE"
"Animal 6914","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 6915","Medium","Canine","Omnivore","6","2","4","FALSE"
"Animal 6916","Big","Canine","Omnivore","9","2","1","FALSE"
"Animal 6917","Big","Canine","Omnivore","12","3","2","FALSE"
"Animal 6918","Medium","Incisor","Carnivore","1","2","1","FALSE"
"Animal 6919","Medium","Incisor","Omnivore","1","3","6","FALSE"
"Animal 6920","Medium","Incisor","Carnivore","4","3","2","FALSE"
"Animal 6921","Big","Canine","Carnivore","2","3","6","FALSE"
"Animal 6922","Small","Canine","Omnivore","6","1","3","TRUE"
"Animal 6923","Big","Canine","Omnivore","1","3","2","FALSE"
"Animal 6924","Medium","Incisor","Herbivore","4","2","2","TRUE"
"Animal 6925","Medium","Canine","Omnivore","12","2","2","FALSE"
"Animal 6926","Small","Incisor","Carnivore","3","2","3","FALSE"
"Animal 6927","Small","Incisor","Omnivore","3","3","2","FALSE"
"Animal 6928","Medium","Incisor","Carnivore","3","3","4","FALSE"
"Animal 6929","Big","Canine","Carnivore","2","2","6","FALSE"
"Animal 6930","Small","Incisor","Omnivore","11","3","4","FALSE"
"Animal 6931","Small","Canine","Herbivore","2","2","1","TRUE"
"Animal 6932","Small","Incisor","Omnivore","11","3","6","FALSE"
"Animal 6933","Small","Incisor","Omnivore","10","2","4","FALSE"
"Animal 6934","Medium","Canine","Omnivore","2","2","2","FALSE"
"Animal 6935","Medium","Incisor","Omnivore","6","2","1","FALSE"
"Animal 6936","Medium","Incisor","Omnivore","8","2","2","FALSE"
"Animal 6937","Big","Incisor","Carnivore","6","2","6","FALSE"
"Animal 6938","Medium","Canine","Omnivore","4","1","1","TRUE"
"Animal 6939","Small","Canine","Omnivore","11","2","3","FALSE"
"Animal 6940","Medium","Canine","Omnivore","4","2","1","TRUE"
"Animal 6941","Medium","Canine","Omnivore","6","2","5","TRUE"
"Animal 6942","Small","Canine","Omnivore","6","1","3","TRUE"
"Animal 6943","Big","Incisor","Omnivore","10","3","4","FALSE"
"Animal 6944","Small","Canine","Omnivore","6","2","2","FALSE"
"Animal 6945","Small","Canine","Omnivore","6","2","5","TRUE"
"Animal 6946","Small","Canine","Omnivore","6","2","3","TRUE"
"Animal 6947","Small","Incisor","Omnivore","1","2","3","FALSE"
"Animal 6948","Big","Canine","Omnivore","2","1","3","TRUE"
"Animal 6949","Big","Canine","Omnivore","11","2","3","FALSE"
"Animal 6950","Big","Incisor","Carnivore","3","3","5","FALSE"
"Animal 6951","Small","Canine","Herbivore","2","2","2","TRUE"
"Animal 6952","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 6953","Medium","Canine","Omnivore","4","2","4","TRUE"
"Animal 6954","Medium","Canine","Herbivore","4","3","5","TRUE"
"Animal 6955","Small","Incisor","Herbivore","2","1","3","TRUE"
"Animal 6956","Medium","Incisor","Omnivore","7","2","3","FALSE"
"Animal 6957","Big","Canine","Omnivore","9","2","1","FALSE"
"Animal 6958","Medium","Incisor","Omnivore","11","3","6","FALSE"
"Animal 6959","Medium","Incisor","Omnivore","8","2","1","FALSE"
"Animal 6960","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 6961","Big","Canine","Omnivore","2","2","3","TRUE"
"Animal 6962","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 6963","Medium","Incisor","Omnivore","2","2","3","FALSE"
"Animal 6964","Small","Incisor","Omnivore","10","3","2","FALSE"
"Animal 6965","Big","Canine","Omnivore","6","1","2","TRUE"
"Animal 6966","Medium","Incisor","Omnivore","2","3","6","FALSE"
"Animal 6967","Big","Incisor","Carnivore","2","2","1","FALSE"
"Animal 6968","Big","Incisor","Omnivore","11","2","4","FALSE"
"Animal 6969","Small","Incisor","Omnivore","1","3","4","FALSE"
"Animal 6970","Small","Canine","Omnivore","6","2","4","FALSE"
"Animal 6971","Big","Canine","Omnivore","8","2","4","FALSE"
"Animal 6972","Big","Canine","Herbivore","6","2","4","TRUE"
"Animal 6973","Medium","Canine","Carnivore","7","2","4","FALSE"
"Animal 6974","Small","Incisor","Herbivore","2","1","4","TRUE"
"Animal 6975","Big","Canine","Herbivore","6","1","4","TRUE"
"Animal 6976","Medium","Incisor","Omnivore","12","2","4","FALSE"
"Animal 6977","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 6978","Big","Incisor","Omnivore","1","2","4","FALSE"
"Animal 6979","Medium","Canine","Carnivore","12","3","4","FALSE"
"Animal 6980","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 6981","Medium","Canine","Omnivore","2","2","4","TRUE"
"Animal 6982","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 6983","Big","Incisor","Omnivore","5","2","4","FALSE"
"Animal 6984","Small","Incisor","Carnivore","4","3","4","FALSE"
"Animal 6985","Big","Incisor","Herbivore","2","1","4","TRUE"
"Animal 6986","Small","Incisor","Omnivore","9","2","4","FALSE"
"Animal 6987","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 6988","Small","Incisor","Carnivore","11","2","4","FALSE"
"Animal 6989","Big","Incisor","Omnivore","12","2","4","FALSE"
"Animal 6990","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 6991","Medium","Incisor","Omnivore","6","1","4","TRUE"
"Animal 6992","Big","Incisor","Omnivore","6","1","4","TRUE"
"Animal 6993","Big","Canine","Herbivore","4","2","4","TRUE"
"Animal 6994","Small","Incisor","Omnivore","2","2","4","TRUE"
"Animal 6995","Big","Incisor","Omnivore","9","3","4","FALSE"
"Animal 6996","Small","Incisor","Herbivore","6","2","4","TRUE"
"Animal 6997","Big","Incisor","Carnivore","11","2","4","FALSE"
"Animal 6998","Big","Canine","Herbivore","6","1","4","TRUE"
"Animal 6999","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7000","Big","Canine","Herbivore","2","3","4","TRUE"
"Animal 7001","Medium","Incisor","Omnivore","9","3","4","FALSE"
"Animal 7002","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 7003","Big","Incisor","Carnivore","5","2","4","FALSE"
"Animal 7004","Small","Incisor","Carnivore","1","2","4","FALSE"
"Animal 7005","Big","Incisor","Carnivore","3","2","4","FALSE"
"Animal 7006","Medium","Incisor","Omnivore","12","3","4","FALSE"
"Animal 7007","Small","Incisor","Omnivore","4","2","4","FALSE"
"Animal 7008","Small","Incisor","Omnivore","10","2","4","FALSE"
"Animal 7009","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 7010","Medium","Canine","Omnivore","5","2","4","FALSE"
"Animal 7011","Small","Incisor","Omnivore","2","1","4","TRUE"
"Animal 7012","Medium","Incisor","Omnivore","9","3","4","FALSE"
"Animal 7013","Medium","Incisor","Omnivore","10","2","4","FALSE"
"Animal 7014","Small","Incisor","Omnivore","3","2","4","FALSE"
"Animal 7015","Small","Incisor","Omnivore","1","2","4","FALSE"
"Animal 7016","Medium","Canine","Omnivore","2","2","4","TRUE"
"Animal 7017","Small","Incisor","Omnivore","5","2","4","FALSE"
"Animal 7018","Big","Incisor","Carnivore","2","2","4","FALSE"
"Animal 7019","Small","Incisor","Herbivore","4","1","4","TRUE"
"Animal 7020","Medium","Canine","Omnivore","2","2","4","TRUE"
"Animal 7021","Small","Incisor","Omnivore","4","1","4","TRUE"
"Animal 7022","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 7023","Medium","Canine","Omnivore","4","2","4","TRUE"
"Animal 7024","Big","Canine","Omnivore","6","2","4","FALSE"
"Animal 7025","Medium","Canine","Omnivore","6","1","4","TRUE"
"Animal 7026","Big","Canine","Carnivore","3","3","4","FALSE"
"Animal 7027","Medium","Canine","Carnivore","11","2","4","FALSE"
"Animal 7028","Medium","Incisor","Carnivore","1","3","4","FALSE"
"Animal 7029","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 7030","Big","Incisor","Omnivore","3","2","4","FALSE"
"Animal 7031","Medium","Incisor","Herbivore","2","2","4","TRUE"
"Animal 7032","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 7033","Big","Incisor","Omnivore","3","3","4","FALSE"
"Animal 7034","Big","Incisor","Omnivore","8","2","4","FALSE"
"Animal 7035","Small","Canine","Carnivore","1","2","4","FALSE"
"Animal 7036","Small","Canine","Herbivore","4","2","4","TRUE"
"Animal 7037","Medium","Canine","Omnivore","6","2","4","TRUE"
"Animal 7038","Medium","Canine","Omnivore","2","3","4","TRUE"
"Animal 7039","Medium","Canine","Omnivore","4","3","4","TRUE"
"Animal 7040","Medium","Canine","Carnivore","1","3","4","FALSE"
"Animal 7041","Big","Incisor","Omnivore","12","2","4","FALSE"
"Animal 7042","Small","Incisor","Herbivore","2","1","4","TRUE"
"Animal 7043","Small","Incisor","Carnivore","4","3","4","FALSE"
"Animal 7044","Big","Incisor","Omnivore","1","2","4","FALSE"
"Animal 7045","Small","Incisor","Omnivore","9","2","4","FALSE"
"Animal 7046","Big","Canine","Omnivore","2","3","4","TRUE"
"Animal 7047","Big","Incisor","Omnivore","8","3","4","FALSE"
"Animal 7048","Small","Incisor","Omnivore","10","2","4","FALSE"
"Animal 7049","Medium","Incisor","Omnivore","11","3","4","FALSE"
"Animal 7050","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7051","Small","Incisor","Omnivore","12","2","4","FALSE"
"Animal 7052","Medium","Incisor","Herbivore","2","2","4","TRUE"
"Animal 7053","Medium","Incisor","Omnivore","7","2","4","FALSE"
"Animal 7054","Small","Incisor","Carnivore","9","2","4","FALSE"
"Animal 7055","Medium","Canine","Carnivore","11","2","4","FALSE"
"Animal 7056","Small","Incisor","Carnivore","11","2","4","FALSE"
"Animal 7057","Big","Canine","Omnivore","2","3","4","TRUE"
"Animal 7058","Medium","Canine","Omnivore","12","2","4","FALSE"
"Animal 7059","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 7060","Small","Incisor","Herbivore","4","1","4","TRUE"
"Animal 7061","Big","Incisor","Omnivore","2","3","4","TRUE"
"Animal 7062","Medium","Incisor","Carnivore","10","3","4","FALSE"
"Animal 7063","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 7064","Small","Incisor","Omnivore","2","1","4","TRUE"
"Animal 7065","Medium","Canine","Herbivore","4","3","4","TRUE"
"Animal 7066","Small","Incisor","Omnivore","1","2","4","FALSE"
"Animal 7067","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 7068","Small","Incisor","Omnivore","3","2","4","FALSE"
"Animal 7069","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 7070","Small","Incisor","Omnivore","2","3","4","FALSE"
"Animal 7071","Medium","Canine","Omnivore","4","3","4","TRUE"
"Animal 7072","Medium","Incisor","Carnivore","2","3","4","FALSE"
"Animal 7073","Big","Incisor","Carnivore","4","2","4","FALSE"
"Animal 7074","Big","Incisor","Omnivore","4","2","4","FALSE"
"Animal 7075","Small","Canine","Carnivore","1","3","4","FALSE"
"Animal 7076","Small","Canine","Omnivore","4","2","4","FALSE"
"Animal 7077","Big","Incisor","Omnivore","6","3","4","FALSE"
"Animal 7078","Small","Incisor","Omnivore","1","3","4","FALSE"
"Animal 7079","Small","Canine","Herbivore","2","1","4","TRUE"
"Animal 7080","Big","Incisor","Omnivore","2","2","4","TRUE"
"Animal 7081","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7082","Medium","Canine","Omnivore","2","2","4","TRUE"
"Animal 7083","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 7084","Big","Incisor","Carnivore","5","2","4","FALSE"
"Animal 7085","Big","Canine","Herbivore","6","2","4","TRUE"
"Animal 7086","Big","Incisor","Carnivore","1","3","4","FALSE"
"Animal 7087","Small","Canine","Omnivore","4","2","4","TRUE"
"Animal 7088","Small","Canine","Herbivore","4","1","4","TRUE"
"Animal 7089","Medium","Canine","Omnivore","11","3","4","FALSE"
"Animal 7090","Medium","Canine","Omnivore","2","3","4","TRUE"
"Animal 7091","Big","Canine","Carnivore","2","2","4","FALSE"
"Animal 7092","Small","Canine","Omnivore","3","2","4","FALSE"
"Animal 7093","Medium","Incisor","Carnivore","5","2","4","FALSE"
"Animal 7094","Medium","Canine","Omnivore","6","3","4","FALSE"
"Animal 7095","Small","Canine","Herbivore","4","2","4","TRUE"
"Animal 7096","Big","Incisor","Carnivore","5","3","4","FALSE"
"Animal 7097","Big","Incisor","Omnivore","1","2","4","FALSE"
"Animal 7098","Big","Incisor","Omnivore","4","1","4","TRUE"
"Animal 7099","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 7100","Small","Canine","Omnivore","1","2","4","FALSE"
"Animal 7101","Small","Canine","Carnivore","11","2","4","FALSE"
"Animal 7102","Medium","Incisor","Omnivore","6","3","4","FALSE"
"Animal 7103","Medium","Canine","Carnivore","8","2","4","FALSE"
"Animal 7104","Small","Incisor","Herbivore","4","1","4","TRUE"
"Animal 7105","Small","Incisor","Omnivore","2","2","4","TRUE"
"Animal 7106","Medium","Incisor","Omnivore","10","2","4","FALSE"
"Animal 7107","Medium","Canine","Herbivore","4","1","4","TRUE"
"Animal 7108","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7109","Big","Incisor","Omnivore","9","3","4","FALSE"
"Animal 7110","Small","Canine","Omnivore","3","2","4","FALSE"
"Animal 7111","Small","Incisor","Omnivore","1","2","4","FALSE"
"Animal 7112","Big","Incisor","Carnivore","3","2","4","FALSE"
"Animal 7113","Medium","Canine","Omnivore","6","1","4","TRUE"
"Animal 7114","Big","Canine","Omnivore","4","1","4","TRUE"
"Animal 7115","Medium","Canine","Omnivore","6","1","4","TRUE"
"Animal 7116","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7117","Medium","Canine","Carnivore","12","2","4","FALSE"
"Animal 7118","Small","Canine","Carnivore","9","2","4","FALSE"
"Animal 7119","Big","Incisor","Omnivore","3","2","4","FALSE"
"Animal 7120","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7121","Small","Incisor","Omnivore","12","3","4","FALSE"
"Animal 7122","Small","Canine","Omnivore","6","3","4","TRUE"
"Animal 7123","Small","Incisor","Omnivore","6","3","4","FALSE"
"Animal 7124","Small","Incisor","Omnivore","12","2","4","FALSE"
"Animal 7125","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7126","Big","Incisor","Omnivore","2","2","4","TRUE"
"Animal 7127","Big","Canine","Herbivore","4","1","4","TRUE"
"Animal 7128","Big","Incisor","Herbivore","6","1","4","TRUE"
"Animal 7129","Big","Canine","Omnivore","2","2","4","TRUE"
"Animal 7130","Big","Canine","Herbivore","6","1","4","TRUE"
"Animal 7131","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 7132","Big","Canine","Herbivore","6","2","4","TRUE"
"Animal 7133","Medium","Incisor","Omnivore","12","3","4","FALSE"
"Animal 7134","Small","Incisor","Herbivore","6","2","4","TRUE"
"Animal 7135","Medium","Canine","Omnivore","9","2","4","FALSE"
"Animal 7136","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7137","Big","Incisor","Omnivore","6","2","4","TRUE"
"Animal 7138","Medium","Incisor","Omnivore","8","2","4","FALSE"
"Animal 7139","Medium","Incisor","Carnivore","8","2","4","FALSE"
"Animal 7140","Small","Canine","Omnivore","2","2","4","TRUE"
"Animal 7141","Small","Canine","Omnivore","1","2","4","FALSE"
"Animal 7142","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 7143","Medium","Canine","Herbivore","6","2","4","TRUE"
"Animal 7144","Small","Canine","Herbivore","4","1","4","TRUE"
"Animal 7145","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 7146","Big","Incisor","Omnivore","12","3","4","FALSE"
"Animal 7147","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 7148","Small","Canine","Herbivore","6","1","4","TRUE"
"Animal 7149","Small","Canine","Omnivore","4","1","4","TRUE"
"Animal 7150","Medium","Canine","Carnivore","8","2","4","FALSE"
"Animal 7151","Big","Canine","Herbivore","6","1","4","TRUE"
"Animal 7152","Big","Canine","Omnivore","6","1","4","TRUE"
"Animal 7153","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7154","Small","Incisor","Omnivore","4","2","4","FALSE"
"Animal 7155","Small","Incisor","Omnivore","4","1","4","TRUE"
"Animal 7156","Small","Incisor","Carnivore","3","3","4","FALSE"
"Animal 7157","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7158","Medium","Incisor","Omnivore","11","3","4","FALSE"
"Animal 7159","Small","Canine","Omnivore","9","2","4","FALSE"
"Animal 7160","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7161","Medium","Incisor","Carnivore","9","3","4","FALSE"
"Animal 7162","Small","Canine","Herbivore","6","1","4","TRUE"
"Animal 7163","Medium","Incisor","Carnivore","6","2","4","FALSE"
"Animal 7164","Big","Canine","Herbivore","2","1","4","TRUE"
"Animal 7165","Medium","Incisor","Omnivore","2","3","4","FALSE"
"Animal 7166","Small","Canine","Omnivore","6","1","4","TRUE"
"Animal 7167","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 7168","Medium","Incisor","Herbivore","2","2","4","TRUE"
"Animal 7169","Medium","Canine","Carnivore","3","3","4","FALSE"
"Animal 7170","Big","Incisor","Herbivore","4","1","4","TRUE"
"Animal 7171","Small","Canine","Omnivore","4","2","4","TRUE"
"Animal 7172","Medium","Canine","Omnivore","2","3","4","TRUE"
"Animal 7173","Big","Canine","Omnivore","6","2","4","TRUE"
"Animal 7174","Big","Incisor","Omnivore","2","2","4","FALSE"
"Animal 7175","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 7176","Medium","Incisor","Omnivore","2","3","4","TRUE"
"Animal 7177","Small","Canine","Omnivore","2","1","4","TRUE"
"Animal 7178","Medium","Canine","Omnivore","4","1","4","TRUE"
"Animal 7179","Big","Incisor","Omnivore","2","1","4","TRUE"
"Animal 7180","Small","Canine","Omnivore","3","2","4","FALSE"
"Animal 7181","Medium","Canine","Herbivore","2","1","4","TRUE"
"Animal 7182","Big","Incisor","Herbivore","2","2","4","TRUE"
"Animal 7183","Small","Incisor","Carnivore","5","2","4","FALSE"
"Animal 7184","Medium","Incisor","Omnivore","8","2","4","FALSE"
"Animal 7185","Medium","Incisor","Omnivore","6","2","4","FALSE"
"Animal 7186","Small","Incisor","Omnivore","2","2","4","FALSE"
"Animal 7187","Small","Incisor","Carnivore","3","3","4","FALSE"
"Animal 7188","Big","Canine","Omnivore","2","1","4","TRUE"
"Animal 7189","Big","Incisor","Herbivore","2","2","4","TRUE"
"Animal 7190","Medium","Canine","Omnivore","2","1","4","TRUE"
"Animal 7191","Medium","Canine","Herbivore","6","1","4","TRUE"
"Animal 7192","Medium","Incisor","Omnivore","4","1","4","TRUE"
"Animal 7193","Small","Incisor","Omnivore","2","2","4","TRUE"
